Title,Abstract,Authors,Publication Year,url,Summary
[Premenstrual syndrome and premenstrual dysphoric disorder].,"Premenstrual syndrome (PMS) is one of the most common problems for women of reproductive age. The physical, mental and behavioural symptoms recur during the luteal phase of the cycle in daily life and cause a deterioration in the quality of life, affecting the patient's social, work and family relationships. Symptoms typically disappear spontaneously within a few days after the onset of menstruation. The onset and severity of PMS are determined by the cyclical functioning of the hypothalamic-pituitary-ovarian axis and the combined presence of other physiological (e.g., chronobiological and circadian) and psychological stressors, which interact with each other. The diagnosis of PMS and premenstrual dysphoric disorder (PMDD) is based on the following criteria, as recommended by the International Society for Premenstrual Disorders (ISPMD): in PMS, the woman has 1-4 symptoms, which may be physical, behavioural or affective/psychological, or at least five symptoms, which may be physical or behavioural. However, if a woman has 5 or more symptoms, and one of these is affective (e.g., irritability, mood swings, anger) in addition to physical or behavioural symptoms, a more accurate diagnosis of PMDD can be made. Since, in addition to the general and gynecological history, the prospective scales (e.g., Prospective record of the impact and severity of menstrual symptoms - PRISM; Daily record of severity of problems - DRSP) completed daily by the physician are helpful in confirming the diagnosis of PMS and PMDD, it is important to take into account the severity of symptoms, the woman's plans for conception or contraceptive needs, her other associated medical conditions, her response to previous treatment methods, and her history of other medical conditions when formulating a treatment plan. Therapeutic options include regular aerobic exercise, stress relief, cognitive behavioural therapy, drug treatments (selective serotonin reuptake inhibitors - SSRIs, combined oral estrogen-progestin contraceptives - COCs, GnRH agonists), -depending on the severity of PMS and PMDD.",['Kovács Z; Hegyi G; Szőke H'],2022,https://pubmed.ncbi.nlm.nih.gov/35895486,"the physical, mental and behavioural symptoms recur during the luteal phase of the cycle in daily life. symptoms typically disappear spontaneously within a few days after the onset of menstruation. the diagnosis of PMS is determined by the cyclical functioning of the hypothalamic-pituitary-ovarian axis."
"A herbal treatment approach for the management of clinical, hormonal and ultrasound parameters in reproductive age group women with polycystic ovarian syndrome: A randomized clinical trial.","Around fifteen percent women of reproductive age have been effected by Polycystic Ovarian Syndrome (PCOS); a complicated disorder; and apparently there is no standard therapy available. Considering this lack, we design present work; for the assessment of a herbal medicine (Femitex-SP<sub>4</sub>) in managing PCOs. During 2016-17; this study was carried out at Abbasi Shaheed hospital, Karachi, Pakistan. A total of 150 patients aged between 18-44 years were included as per Rotterdam criteria. Patients received 500 mg of powdered herbs in capsule form twice daily. The primary outcomes were regular menstruation and ovulation plus change in fasting blood sugar levels. Changes in free testosterone levels and ovarian morphology was secondary outcome measures. Continuous outcomes before and after treatment were compared by Student's t-test (one tailed, independent). P = 0.05 was considered as significant. Women menstrual cycle was considerably improved. Fasting blood sugar levels did not change (p=0.103392). Progesterone levels were same at the starting point and after treatment (P=0.318322). With complete recovery in 6 patients; a notable change was found in ovarian size. Free testosterone levels were also dropped significantly (p<0.00001). Our main success was drastic improvement in normalizing menstrual cycle during therapy. Herbal treatment is proven to be clinically effective in most of the patients; particularly PCOs patients with menstrual irregularities. Hence, Femitex-SP4 can be taken as a better treatment for PCOs.",['Ishaq S; H Rizwani G; Shareef H; Fatima S; Anser H; Sarfraz S'],2021,https://pubmed.ncbi.nlm.nih.gov/34602438,"herbal treatment approach for management of clinical, hormonal and ultrasound parameters in women with polycystic ovarian syndrome. around fifteen percent women of reproductive age have been effected by polycystic ovarian syndrome (PCOS); apparently there is no standard therapy available."
New regimens with combined oral contraceptive pills--moving away from traditional 21/7 cycles.,The practice of extending combined oral contraceptive use (COC) and eliminating or reducing the hormone free interval has been in use for many years. More recently a range of products with new dosing options has been developed and marketed. Women and physicians in developed countries are comfortable with and many prefer the use of extended COC regimens which provide an option to eliminate or reduce the frequency of regular withdrawal bleeding. The extension of active pill taking and the reduction or elimination of the hormone-free interval have been shown to be beneficial for women who experience menstrual cycle-related problems such as heavy bleeding or dysmenorrhoea. The hormone-free interval of less than seven days has additional benefits in managing hormone withdrawal symptoms and efficacy may be improved in situations where pills are inadvertently missed or in women who are perceived as 'poor' pill takers. This paper provides a descriptive review highlighting the development of new dosing options that alter the traditional 21/7 COC regimen. The rationale for and the acceptability of COCs developed with alternative dosing regimens is examined.,['Read CM'],2010,https://pubmed.ncbi.nlm.nih.gov/21091165,combined oral contraceptive use (COC) and eliminating or reducing the hormone free interval has been in use for many years. more recently a range of products with new dosing options has been developed and marketed.
Exploring the relationship between mothers' competence and comfort in sexual and reproductive health discourse with adolescent girls and its related factors.,"The mothers-adolescent discussion regarding sexual and reproductive health (SHR) issues plays an important role in preventing negative outcome associated with sexual risk behaviors. The present study aimed to explore the relationship between mothers' competence and comfort in SHR discourse with adolescent girls and its related factors. A cross-sectional study was conducted involving 160 mothers from July to September 2020. Data were collected through questionnaires covering demographic characteristics, Mother's Comfort in Sexual Discourse (MCSD), Mother's Interest in Sexual Discourse (MISD), and Parenting Sense of Competence (PSOC). The collected data were analyzed using simple and multiple linear regression models. The mean scores for MCSD, MISD, and PSOC were 45.49±16.15 (13-78), 7.9±4.2 (0-13), and 64.07±9.44 (45-94), respectively. The primary topics of mother-adolescent discourse on SRH were menstruation (5.61±0.98) and the delivery process (4.55±1.57). The mean age for ""sex talks"" and age-appropriate ""sex talks"" with daughters was 11.76±1.85 (range: 6-15) and 17.05±1.86 (range: 14-23) years, respectively. Significant associations were found between MCSD and MISD (β=0.482, p<0.0001), PSOC (β=0.223, p<0.005), self-efficacy (β=0.202, p<0.011), mother's job (β=0.185, p<0.019), mother's education (β=0.173, p<0.029), and father's age (β=0.161, p<0.042). After adjusting for other variables, major influencing factors on MCSD included MISD (β=0.487, p<0.0001), self-efficacy (β=0.143, p<0.039), satisfaction (β=0.169, p<0.015), daughter number (β=-0.235, p<0.014), son number (β=-0.219, p<0.024), birth rank (β=0.263, p<0.008), and residency (β=0.172, p<0.014). MISD, PSOC, and certain demographic characteristics emerge as significant factors influencing MCSD in mother-daughter sexual discourse. As such, it is imperative to consider these determinants when devising strategies to maintain and enhance the sexual health of teenage girls.",['Adib-Rad H; Pasha H; Gheysari F; Chehrazi M; Faramarzi M; Omidvar S'],2024,https://pubmed.ncbi.nlm.nih.gov/38452325,study aims to explore relationship between mothers' competence and comfort in SHR discourse. study aims to explore relationship between mothers' competence and comfort in SHR discourse. study involving 160 mothers from July to September 2020.
Association between COVID-19 vaccination and menstruation: a state of the science review.,"Menstrual health is a key patient-reported outcome beyond its importance as a general indicator of health and fertility. However, menstrual function was not measured in the clinical trials of COVID-19 vaccines. The purpose of this review was to synthesise the existing literature on the relationship between COVID-19 vaccination and menstrual health outcomes. A PubMed search to 31 October 2023 identified a total of 53 publications: 11 prospective cohort studies, 11 retrospective cohort studies or registry-based cohort studies, and 31 cross-sectional or retrospective case-control studies. Identified studies were generally at moderate-to-high risk of bias due to retrospective design, interviewer bias, and failure to include a non-vaccinated control group. Nonetheless, the bulk of the literature demonstrates that COVID-19 vaccine is associated with temporary changes in menstrual characteristics (cycle length and flow) and menstrual pain. Follicular phase (at the time of vaccination) is associated with greater increases in cycle length. Evidence suggests temporary post-vaccine menstrual changes in adolescents, abnormal vaginal bleeding in postmenopausal individuals, and a potential protective effect of using hormonal contraception. In this review we found evidence supporting an association between the COVID-19 vaccine and menstrual health outcomes. Given the importance of menstrual function to overall health, we recommend that all future vaccine trials include menstruation as a study outcome. Future vaccine studies should include rigorous assessment of the menstrual cycle as an outcome variable to limit sources of bias, identify biological mechanisms, and elucidate the impact of stress.",['Payne LA; Wise LA; Wesselink AK; Wang S; Missmer SA; Edelman A'],2024,https://pubmed.ncbi.nlm.nih.gov/38857991,menstrual function was not measured in the clinical trials of COVID-19 vaccines. the aim of this review was to synthesise the existing literature on the relationship between COVID-19 vaccination and menstrual health outcomes.
Assessment of knowledge of the new pregnancy and lactation labeling rule among pharmacists and physicians in Saudi Arabia.,"Researchers in Saudi Arabia conducted this study to determine the level of familiarity that pharmacists and physicians possess with the pregnancy and lactation labeling rules established by the Food and Drug Administration. The present study included a cross-sectional survey conducted among pharmacists and physicians working in Saudi Arabia. The sample size was determined using the Rao sample size calculator. We utilized the Statistical Package for the Social Sciences (SPSS) version 25 for our analysis. A total of 122 respondents completed the study. Among them, 72.9% were aged between 25 and 44 years, and approximately 63.9% were male. About 64% of the respondents indicated familiarity with the A, B, C, D, and X letter system of pregnancy category labeling. Over 37% stated that the new pregnancy and lactation labeling rule would continue to use the lettering system. Additionally, 83% believed that the A, B, C, D, and X risk category labeling system is a useful resource, and 82% believed that working with this risk category labeling improves patient care. The study revealed that pharmacists and physicians exhibited good knowledge of the old rule but a low level of knowledge regarding the new rule. Despite significant flaws in the old system, most preferred it. Enhancing knowledge in this area is crucial for improving risk communication and the quality of care for women of reproductive age.",['Alem G; Ahmed N; Aldurayhim H; Almukhaizeem R; Almalki Z; Alshehri A; Alahmari A'],2024,https://pubmed.ncbi.nlm.nih.gov/39121290,"study was conducted by researchers in Saudi Arabia. 122 pharmacists and physicians in the study completed the study. 72.9% were aged between 25 and 44 years, and approximately 63.9% were male."
Quasi-1D Moiré superlattices in self-twisted two-allotropic antimonene heterostructures.,"Two-dimensional heterostructures, characterized by a twist angle between individual sublayers, offer unique and tunable properties distinct from standalone layers. These structures typically introduce a realm of exotic quantum phenomena due to the appearance of new, long range periodicities associated with Moiré superlattices. Using molecular beam epitaxy, we demonstrate the growth of bi-allotropic 2D-Sb heterostructures on a W(110) substrate composed of twisted α (α-Sb) and β (β-Sb) phases of antimonene. Due to the relatively weak interaction between sublayers, the twist angle is intrinsically determined for each heterostructure, revealing its inherent self-twisted nature. The different atomic lattice symmetries of both allotropes lead to the formation of distinctive quasi-1D Moiré superlattices, while the random nature of the twist angle allows for a wide modulation of the Moiré potential landscape. The observed Moiré patterns on β-Sb/α-Sb heterostructures were compared with a simple model, revealing satisfactory agreement with the experiments and strongly validating the formation of self-twisted β-Sb/α-Sb heterostructures. The samples were characterized <i>in situ</i> using low energy electron microscopy and diffraction techniques providing a real-time tracking of the growth process and insight into the atomic structure of the synthesized nanostructures.",['Dróżdż P; Gołębiowski M; Zdyb R'],2024,https://pubmed.ncbi.nlm.nih.gov/39051967,two-dimensional heterostructures offer unique and tunable properties. these structures introduce a realm of exotic quantum phenomena. the twist angle is intrinsically determined for each heterostructure.
Side-chain-engineered fluorescent dyes for 3D and long-term dynamic tracking of the plasma membrane in living cells.,"The plasma membrane involves in many important biological events such as cell fusion and programmed cell death, but most of current plasma membrane probes cannot meet the requirement of long-term specific anchoring to the plasma membrane. Herein, we propose a molecular side-chain engineering strategy to modulate the long-term imaging performance of fluorescent dyes to the plasma membrane by regulating the cell permeability and anchoring ability. A series of FMR dyes with different lengths of side chains were designed and synthesized, and their transmembrane behaviours and staining performance were evaluated in living HeLa cells. We found that short-chain and medium-chain FMR dyes have excellent cell permeability without the labeling ability to the plasma membrane while the long-chain FMR dyes specifically stain the plasma membrane and can be firmly anchored to the plasma membrane for a long period of time. These long-chain FMR dyes have high stain specificality to the plasma membrane, and C10-FMR can be anchored to the plasma membrane of living cells for 2 h, which enables it to continuously monitor dynamic changes of the plasma membrane. The three-dimensional precision imaging of various cells was achieved using C10-FMR, which provides an opportunity to obtain complete information on the three-dimensional spatial morphology of the plasma membrane. The PEG-induced cell fusion of chicken red blood cells and H<sub>2</sub>O<sub>2</sub>-induced apoptosis of HeLa cells were monitored by real-time tracking of dynamic changes of the plasma membrane during these processes, which provide solid examples to prove the usefulness of these fluorescent dyes as long-term imaging tools. This work validates the hypothesis that cell permeability of membrane dyes can be readily regulated by tuning the side chains, and provides the effective design strategy of fluorescent dyes for 3D and long-term dynamic tracking of the plasma membrane of diverse animal cells.",['Yao C; Peng A; Wu P; Zuo J; Pan J; Kong C; Qian Z; Jin Z; Feng H'],2024,https://pubmed.ncbi.nlm.nih.gov/39053364,fluorescent dyes have high stain specificality to the plasma membrane. the dyes can be anchored to the plasma membrane for 2 h. the dyes are designed to monitor dynamic changes of the plasma membrane.
The late-follicular-phase progesterone to retrieved oocytes ratio in normal ovarian responders treated with an antagonist protocol can be used as an index for selecting an embryo transfer strategy and predicting the success rate: a retrospective large-scale study.,"To determine whether the late-follicular-phase progesterone to retrieved oocytes (P/O) ratio during <i>in vitro</i> fertilization (IVF)/intracytoplasmic sperm injection (ICSI) impacts pregnancy outcomes. 12,874 cycles were retrospectively categorized into four groups according to the P/O ratio percentile, with divisions at the 25th, 50th and 75th percentiles. The clinical pregnancy and live birth rates of fresh cycle embryos in Group D were significantly lower than those in the other three groups (45.1% and 39.0%, 43.2% and 37.2%, 39.6% and 33.5%, 33.4% and 28.2% in Group A, B, C, D, respectively; both P < 0.008). Multivariate logistic regression analysis revealed a significant negative correlation between the P/O ratio and live birth, particularly when the P/O ratio was ≥0.22 (OR = 0.862, 95% CI [0.774-0.959], P = 0.006). The P/O ratio has certain predictive value for IVF/ICSI pregnancy outcomes and can be used for decision-making decision regarding fresh embryo transfer.",['Zhang H; Yang S; Chen L; Ma C; Liu P; Qiao J; Li R'],2024,https://pubmed.ncbi.nlm.nih.gov/38812812,the late-follicular-phase progesterone to retrieved oocytes ratio in normal ovarian responders treated with an antagonist protocol can be used as an index for selecting an embryo transfer strategy. the clinical pregnancy and live birth rates of fresh cycle embryos in Group D were significantly lower than those in the other three groups.
Measuring Real-World Talk Time and Locations of People With Aphasia Using Wearable Technology.,"Measuring real-world communication participation of individuals with aphasia is complicated. Historically, this has been estimated through subjective participant or proxy self-report. To address potential inaccuracies, objective measures such as ""talk time"" have been proposed. Although promising, technological barriers to collecting and quantifying everyday conversations have been documented (e.g., background noise interference, differentiating recorded speakers, and operating Bluetooth applications). This study explored the use of a novel laryngeal sensor and a Global Positioning System (GPS) tracker with the objective of measuring mean talk time per hour and participant locations across three 8-hr days. Sixteen participants utilized a wearable laryngeal sensor that captures physiological mechano-acoustic signals wirelessly, without recording speech content. The sensor differentiates speech from other laryngeal movements associated with swallowing and coughing. A GPS tracker was also issued to track daily locations. Semistructured interviews regarding feasibility and acceptability were conducted with participants at the end of the data collection period. Across all participants, laryngeal sensor data were collected for a total of 38 days and GPS data for a total of 43 days, with a mean collection period of 8.21 hr (<i>SD</i> = 1.38) per day. Mean talk time per hour was 56.46 s (<i>SD</i> = 35.27). Participants were tracked at a mean of 2.09 locations daily (range: 1-6). Participants reported the devices were relatively comfortable to wear and easy to use. Preliminary findings indicated that talk time of individuals with aphasia is limited, though variable. Higher fluency ratings were related to greater mean talk time per hour and locations tracked. Results suggest wearable technology is feasible to use and acceptable to people with aphasia. In the future, wearable devices may offer innovative ways to measure communication participation. https://doi.org/10.23641/asha.26237531.",['Kinsey LE; Cherney LR'],2024,https://pubmed.ncbi.nlm.nih.gov/39073093,participants used a wearable laryngeal sensor to measure mean talk time per hour. the sensor differentiates speech from other laryngeal movements associated with swallowing and coughing. participants were tracked at 8.21 hr (i>SD/i> = 35.27) per day.
Uterine bleeding: how understanding endometrial physiology underpins menstrual health.,"Menstruation is a physiological process that is typically uncomplicated. However, up to one third of women globally will be affected by abnormal uterine bleeding (AUB) at some point in their reproductive years. Menstruation (that is, endometrial shedding) is a fine balance between proliferation, decidualization, inflammation, hypoxia, apoptosis, haemostasis, vasoconstriction and, finally, repair and regeneration. An imbalance in any one of these processes can lead to the abnormal endometrial phenotype of AUB. Poor menstrual health has a negative impact on a person's physical, mental, social, emotional and financial well-being. On a global scale, iron deficiency and iron deficiency anaemia are closely linked with AUB, and are often under-reported and under-recognized. The International Federation of Gynecology and Obstetrics have produced standardized terminology and a classification system for the causes of AUB. This standardization will facilitate future research endeavours, diagnosis and clinical management. In a field where no new medications have been developed for over 20 years, emerging technologies are paving the way for a deeper understanding of the biology of the endometrium in health and disease, as well as opening up novel diagnostic and management avenues.",['Jain V; Chodankar RR; Maybin JA; Critchley HOD'],2022,https://pubmed.ncbi.nlm.nih.gov/35136207,"menstruation is a fine balance between proliferation, decidualization, inflammation, hypoxia, apoptosis, haemostasis, vasoconstriction and repair and regeneration. iron deficiency and iron deficiency anaemia are closely linked with AUB."
The Role of the General Practitioner in Evaluation and Treatment of Girls with Menstrual-Related Complaints.,"A common scenario a pediatrician or general practitioner may encounter in the care of adolescent girls is menstrual concerns. A frequent complaint may be of irregular periods that may be coming twice a month or possibly only every other month. Sometimes the teenage patient may complain of heavy bleeding or prolonged periods lasting longer than 7 days. The typical patient with this complaint could be a 14-year-old girl with periods that started at age 13 years who has had no periods for 3 months after onset of menarche. However, once the second period comes, the patient complains of periods happening often, lasting for 5 days, and with the need to change feminine products about 3 times per day. She is otherwise healthy with no medical issues and no surgeries. The family may question if this is considered normal or if something is potentially wrong with the adolescent's pubertal development. [Pediatr Ann. 2019;48(5):e187-e189.].",['Dawson R'],2019,https://pubmed.ncbi.nlm.nih.gov/31067332,adolescent girls may complain of irregular periods that may be coming twice a month or only every other month. the typical patient with this complaint could be a 14-year-old girl with periods that started at age 13 years.
